text,sentiment
What an amazing camera. Highly recommend!,positive
The phone broke after one use. Not worth it.,negative
This printer is fantastic and exceeded my expectations.,positive
I absolutely love this watch!,positive
Awful phone. Would not recommend.,negative
The phone broke after one use. Not worth it.,negative
The phone is neither good nor bad.,neutral
It's an average microwave. Just fine.,neutral
The printer worked perfectly and made my day!,positive
The printer worked perfectly and made my day!,positive
The mouse did its job as expected.,neutral
The keyboard worked perfectly and made my day!,positive
I'm really happy with this phone.,positive
What an amazing microwave. Highly recommend!,positive
What an amazing camera. Highly recommend!,positive
Awful mouse. Would not recommend.,negative
I'm really happy with this watch.,positive
What an amazing printer. Highly recommend!,positive
This phone is terrible and a waste of money.,negative
"No complaints about the microwave, it's decent.",neutral
What an amazing camera. Highly recommend!,positive
This camera is fantastic and exceeded my expectations.,positive
"No complaints about the mouse, it's decent.",neutral
I hate this mouse. Very disappointing.,negative
It's an average keyboard. Just fine.,neutral
This camera is fantastic and exceeded my expectations.,positive
I hate this microwave. Very disappointing.,negative
"No complaints about the microwave, it's decent.",neutral
The headphone worked perfectly and made my day!,positive
The phone did its job as expected.,neutral
"No complaints about the watch, it's decent.",neutral
"This watch is okay, nothing special.",neutral
What an amazing mouse. Highly recommend!,positive
I hate this headphone. Very disappointing.,negative
I absolutely love this watch!,positive
This mouse is fantastic and exceeded my expectations.,positive
This camera is fantastic and exceeded my expectations.,positive
"This printer is okay, nothing special.",neutral
"No complaints about the laptop, it's decent.",neutral
This tablet is fantastic and exceeded my expectations.,positive
I absolutely love this laptop!,positive
I absolutely love this mouse!,positive
Extremely dissatisfied with this keyboard.,negative
The watch worked perfectly and made my day!,positive
I hate this watch. Very disappointing.,negative
The camera worked perfectly and made my day!,positive
This laptop is fantastic and exceeded my expectations.,positive
The laptop broke after one use. Not worth it.,negative
Extremely dissatisfied with this camera.,negative
The printer did its job as expected.,neutral
I'm really happy with this microwave.,positive
What an amazing phone. Highly recommend!,positive
I'm really happy with this tablet.,positive
I hate this keyboard. Very disappointing.,negative
What an amazing watch. Highly recommend!,positive
The laptop did its job as expected.,neutral
This watch is terrible and a waste of money.,negative
I'm really happy with this laptop.,positive
The phone worked perfectly and made my day!,positive
The laptop worked perfectly and made my day!,positive
I'm really happy with this camera.,positive
This watch is fantastic and exceeded my expectations.,positive
The watch broke after one use. Not worth it.,negative
What an amazing camera. Highly recommend!,positive
"No complaints about the mouse, it's decent.",neutral
This printer is fantastic and exceeded my expectations.,positive
I'm really happy with this printer.,positive
"No complaints about the headphone, it's decent.",neutral
It's an average phone. Just fine.,neutral
The mouse worked perfectly and made my day!,positive
What an amazing printer. Highly recommend!,positive
This keyboard is terrible and a waste of money.,negative
The laptop is neither good nor bad.,neutral
I absolutely love this phone!,positive
What an amazing microwave. Highly recommend!,positive
The microwave did its job as expected.,neutral
It's an average microwave. Just fine.,neutral
I hate this laptop. Very disappointing.,negative
This tablet is terrible and a waste of money.,negative
"No complaints about the mouse, it's decent.",neutral
The microwave did its job as expected.,neutral
The phone worked perfectly and made my day!,positive
I absolutely love this phone!,positive
"No complaints about the mouse, it's decent.",neutral
The watch did its job as expected.,neutral
I absolutely love this keyboard!,positive
It's an average mouse. Just fine.,neutral
Extremely dissatisfied with this phone.,negative
The watch broke after one use. Not worth it.,negative
This phone is fantastic and exceeded my expectations.,positive
This mouse is fantastic and exceeded my expectations.,positive
The tablet worked perfectly and made my day!,positive
The microwave is neither good nor bad.,neutral
What an amazing laptop. Highly recommend!,positive
"This watch is okay, nothing special.",neutral
This mouse is terrible and a waste of money.,negative
"No complaints about the camera, it's decent.",neutral
I'm really happy with this laptop.,positive
This phone is fantastic and exceeded my expectations.,positive
The watch did its job as expected.,neutral
The keyboard is neither good nor bad.,neutral
The camera worked perfectly and made my day!,positive
This headphone is fantastic and exceeded my expectations.,positive
The mouse is neither good nor bad.,neutral
The camera broke after one use. Not worth it.,negative
This mouse is terrible and a waste of money.,negative
Awful microwave. Would not recommend.,negative
The phone did its job as expected.,neutral
I hate this headphone. Very disappointing.,negative
What an amazing keyboard. Highly recommend!,positive
This phone is fantastic and exceeded my expectations.,positive
Extremely dissatisfied with this watch.,negative
I absolutely love this microwave!,positive
Awful camera. Would not recommend.,negative
I'm really happy with this headphone.,positive
"This microwave is okay, nothing special.",neutral
The tablet broke after one use. Not worth it.,negative
I hate this mouse. Very disappointing.,negative
The camera broke after one use. Not worth it.,negative
Extremely dissatisfied with this tablet.,negative
This phone is terrible and a waste of money.,negative
I absolutely love this phone!,positive
The tablet is neither good nor bad.,neutral
This camera is terrible and a waste of money.,negative
It's an average headphone. Just fine.,neutral
What an amazing phone. Highly recommend!,positive
It's an average headphone. Just fine.,neutral
"No complaints about the tablet, it's decent.",neutral
The headphone broke after one use. Not worth it.,negative
It's an average printer. Just fine.,neutral
The watch did its job as expected.,neutral
I'm really happy with this keyboard.,positive
I absolutely love this tablet!,positive
I absolutely love this laptop!,positive
The keyboard worked perfectly and made my day!,positive
Extremely dissatisfied with this mouse.,negative
"No complaints about the watch, it's decent.",neutral
"No complaints about the tablet, it's decent.",neutral
